Description,state_full_name,state_abbrievation,state_code,county_name,county_code
"Bristol County, Rhode Island",Rhode Island,RI,44,Bristol,001
"Kent County, Rhode Island",Rhode Island,RI,44,Kent,003
"Newport County, Rhode Island",Rhode Island,RI,44,Newport,005
"Providence County, Rhode Island",Rhode Island,RI,44,Providence,007
"Washington County, Rhode Island",Rhode Island,RI,44,Washington,009
"Abbeville County, South Carolina",South Carolina,SC,45,Abbeville,001
"Aiken County, South Carolina",South Carolina,SC,45,Aiken,003
"Allendale County, South Carolina",South Carolina,SC,45,Allendale,005
"Anderson County, South Carolina",South Carolina,SC,45,Anderson,007
"Bamberg County, South Carolina",South Carolina,SC,45,Bamberg,009
"Barnwell County, South Carolina",South Carolina,SC,45,Barnwell,011
"Beaufort County, South Carolina",South Carolina,SC,45,Beaufort,013
"Berkeley County, South Carolina",South Carolina,SC,45,Berkeley,015
"Calhoun County, South Carolina",South Carolina,SC,45,Calhoun,017
"Charleston County, South Carolina",South Carolina,SC,45,Charleston,019
"Cherokee County, South Carolina",South Carolina,SC,45,Cherokee,021
"Chester County, South Carolina",South Carolina,SC,45,Chester,023
"Chesterfield County, South Carolina",South Carolina,SC,45,Chesterfield,025
"Clarendon County, South Carolina",South Carolina,SC,45,Clarendon,027
"Colleton County, South Carolina",South Carolina,SC,45,Colleton,029
"Darlington County, South Carolina",South Carolina,SC,45,Darlington,031
"Dillon County, South Carolina",South Carolina,SC,45,Dillon,033
"Dorchester County, South Carolina",South Carolina,SC,45,Dorchester,035
"Edgefield County, South Carolina",South Carolina,SC,45,Edgefield,037
"Fairfield County, South Carolina",South Carolina,SC,45,Fairfield,039
"Florence County, South Carolina",South Carolina,SC,45,Florence,041
"Georgetown County, South Carolina",South Carolina,SC,45,Georgetown,043
"Greenville County, South Carolina",South Carolina,SC,45,Greenville,045
"Greenwood County, South Carolina",South Carolina,SC,45,Greenwood,047
"Hampton County, South Carolina",South Carolina,SC,45,Hampton,049
"Horry County, South Carolina",South Carolina,SC,45,Horry,051
"Jasper County, South Carolina",South Carolina,SC,45,Jasper,053
"Kershaw County, South Carolina",South Carolina,SC,45,Kershaw,055
"Lancaster County, South Carolina",South Carolina,SC,45,Lancaster,057
"Laurens County, South Carolina",South Carolina,SC,45,Laurens,059
"Lee County, South Carolina",South Carolina,SC,45,Lee,061
"Lexington County, South Carolina",South Carolina,SC,45,Lexington,063
"McCormick County, South Carolina",South Carolina,SC,45,McCormick,065
"Marion County, South Carolina",South Carolina,SC,45,Marion,067
"Marlboro County, South Carolina",South Carolina,SC,45,Marlboro,069
"Newberry County, South Carolina",South Carolina,SC,45,Newberry,071
"Oconee County, South Carolina",South Carolina,SC,45,Oconee,073
"Orangeburg County, South Carolina",South Carolina,SC,45,Orangeburg,075
"Pickens County, South Carolina",South Carolina,SC,45,Pickens,077
"Richland County, South Carolina",South Carolina,SC,45,Richland,079
"Saluda County, South Carolina",South Carolina,SC,45,Saluda,081
"Spartanburg County, South Carolina",South Carolina,SC,45,Spartanburg,083
"Sumter County, South Carolina",South Carolina,SC,45,Sumter,085
"Union County, South Carolina",South Carolina,SC,45,Union,087
"Williamsburg County, South Carolina",South Carolina,SC,45,Williamsburg,089
"York County, South Carolina",South Carolina,SC,45,York,091
"Aurora County, South Dakota",South Dakota,SD,46,Aurora,003
"Beadle County, South Dakota",South Dakota,SD,46,Beadle,005
"Bennett County, South Dakota",South Dakota,SD,46,Bennett,007
"Bon Homme County, South Dakota",South Dakota,SD,46,Bon Homme,009
"Brookings County, South Dakota",South Dakota,SD,46,Brookings,011
"Brown County, South Dakota",South Dakota,SD,46,Brown,013
"Brule County, South Dakota",South Dakota,SD,46,Brule,015
"Buffalo County, South Dakota",South Dakota,SD,46,Buffalo,017
"Butte County, South Dakota",South Dakota,SD,46,Butte,019
"Campbell County, South Dakota",South Dakota,SD,46,Campbell,021
"Charles Mix County, South Dakota",South Dakota,SD,46,Charles Mix,023
"Clark County, South Dakota",South Dakota,SD,46,Clark,025
"Clay County, South Dakota",South Dakota,SD,46,Clay,027
"Codington County, South Dakota",South Dakota,SD,46,Codington,029
"Corson County, South Dakota",South Dakota,SD,46,Corson,031
"Custer County, South Dakota",South Dakota,SD,46,Custer,033
"Davison County, South Dakota",South Dakota,SD,46,Davison,035
"Day County, South Dakota",South Dakota,SD,46,Day,037
"Deuel County, South Dakota",South Dakota,SD,46,Deuel,039
"Dewey County, South Dakota",South Dakota,SD,46,Dewey,041
"Douglas County, South Dakota",South Dakota,SD,46,Douglas,043
"Edmunds County, South Dakota",South Dakota,SD,46,Edmunds,045
"Fall River County, South Dakota",South Dakota,SD,46,Fall River,047
"Faulk County, South Dakota",South Dakota,SD,46,Faulk,049
"Grant County, South Dakota",South Dakota,SD,46,Grant,051
"Gregory County, South Dakota",South Dakota,SD,46,Gregory,053
"Haakon County, South Dakota",South Dakota,SD,46,Haakon,055
"Hamlin County, South Dakota",South Dakota,SD,46,Hamlin,057
"Hand County, South Dakota",South Dakota,SD,46,Hand,059
"Hanson County, South Dakota",South Dakota,SD,46,Hanson,061
"Harding County, South Dakota",South Dakota,SD,46,Harding,063
"Hughes County, South Dakota",South Dakota,SD,46,Hughes,065
"Hutchinson County, South Dakota",South Dakota,SD,46,Hutchinson,067
"Hyde County, South Dakota",South Dakota,SD,46,Hyde,069
"Jackson County, South Dakota",South Dakota,SD,46,Jackson,071
"Jerauld County, South Dakota",South Dakota,SD,46,Jerauld,073
"Jones County, South Dakota",South Dakota,SD,46,Jones,075
"Kingsbury County, South Dakota",South Dakota,SD,46,Kingsbury,077
"Lake County, South Dakota",South Dakota,SD,46,Lake,079
"Lawrence County, South Dakota",South Dakota,SD,46,Lawrence,081
"Lincoln County, South Dakota",South Dakota,SD,46,Lincoln,083
"Lyman County, South Dakota",South Dakota,SD,46,Lyman,085
"McCook County, South Dakota",South Dakota,SD,46,McCook,087
"McPherson County, South Dakota",South Dakota,SD,46,McPherson,089
"Marshall County, South Dakota",South Dakota,SD,46,Marshall,091
"Meade County, South Dakota",South Dakota,SD,46,Meade,093
"Mellette County, South Dakota",South Dakota,SD,46,Mellette,095
"Miner County, South Dakota",South Dakota,SD,46,Miner,097
"Minnehaha County, South Dakota",South Dakota,SD,46,Minnehaha,099
"Moody County, South Dakota",South Dakota,SD,46,Moody,101
"Pennington County, South Dakota",South Dakota,SD,46,Pennington,103
"Perkins County, South Dakota",South Dakota,SD,46,Perkins,105
"Potter County, South Dakota",South Dakota,SD,46,Potter,107
"Roberts County, South Dakota",South Dakota,SD,46,Roberts,109
"Sanborn County, South Dakota",South Dakota,SD,46,Sanborn,111
"Shannon County, South Dakota",South Dakota,SD,46,Shannon,113
"Spink County, South Dakota",South Dakota,SD,46,Spink,115
"Stanley County, South Dakota",South Dakota,SD,46,Stanley,117
"Sully County, South Dakota",South Dakota,SD,46,Sully,119
"Todd County, South Dakota",South Dakota,SD,46,Todd,121
"Tripp County, South Dakota",South Dakota,SD,46,Tripp,123
"Turner County, South Dakota",South Dakota,SD,46,Turner,125
"Union County, South Dakota",South Dakota,SD,46,Union,127
"Walworth County, South Dakota",South Dakota,SD,46,Walworth,129
"Yankton County, South Dakota",South Dakota,SD,46,Yankton,135
"Ziebach County, South Dakota",South Dakota,SD,46,Ziebach,137
"Anderson County, Tennessee",Tennessee,TN,47,Anderson,001
"Bedford County, Tennessee",Tennessee,TN,47,Bedford,003
"Benton County, Tennessee",Tennessee,TN,47,Benton,005
"Bledsoe County, Tennessee",Tennessee,TN,47,Bledsoe,007
"Blount County, Tennessee",Tennessee,TN,47,Blount,009
"Bradley County, Tennessee",Tennessee,TN,47,Bradley,011
"Campbell County, Tennessee",Tennessee,TN,47,Campbell,013
"Cannon County, Tennessee",Tennessee,TN,47,Cannon,015
"Carroll County, Tennessee",Tennessee,TN,47,Carroll,017
"Carter County, Tennessee",Tennessee,TN,47,Carter,019
"Cheatham County, Tennessee",Tennessee,TN,47,Cheatham,021
"Chester County, Tennessee",Tennessee,TN,47,Chester,023
"Claiborne County, Tennessee",Tennessee,TN,47,Claiborne,025
"Clay County, Tennessee",Tennessee,TN,47,Clay,027
"Cocke County, Tennessee",Tennessee,TN,47,Cocke,029
"Coffee County, Tennessee",Tennessee,TN,47,Coffee,031
"Crockett County, Tennessee",Tennessee,TN,47,Crockett,033
"Cumberland County, Tennessee",Tennessee,TN,47,Cumberland,035
"Davidson County, Tennessee",Tennessee,TN,47,Davidson,037
"Decatur County, Tennessee",Tennessee,TN,47,Decatur,039
"DeKalb County, Tennessee",Tennessee,TN,47,DeKalb,041
"Dickson County, Tennessee",Tennessee,TN,47,Dickson,043
"Dyer County, Tennessee",Tennessee,TN,47,Dyer,045
"Fayette County, Tennessee",Tennessee,TN,47,Fayette,047
"Fentress County, Tennessee",Tennessee,TN,47,Fentress,049
"Franklin County, Tennessee",Tennessee,TN,47,Franklin,051
"Gibson County, Tennessee",Tennessee,TN,47,Gibson,053
"Giles County, Tennessee",Tennessee,TN,47,Giles,055
"Grainger County, Tennessee",Tennessee,TN,47,Grainger,057
"Greene County, Tennessee",Tennessee,TN,47,Greene,059
"Grundy County, Tennessee",Tennessee,TN,47,Grundy,061
"Hamblen County, Tennessee",Tennessee,TN,47,Hamblen,063
"Hamilton County, Tennessee",Tennessee,TN,47,Hamilton,065
"Hancock County, Tennessee",Tennessee,TN,47,Hancock,067
"Hardeman County, Tennessee",Tennessee,TN,47,Hardeman,069
"Hardin County, Tennessee",Tennessee,TN,47,Hardin,071
"Hawkins County, Tennessee",Tennessee,TN,47,Hawkins,073
"Haywood County, Tennessee",Tennessee,TN,47,Haywood,075
"Henderson County, Tennessee",Tennessee,TN,47,Henderson,077
"Henry County, Tennessee",Tennessee,TN,47,Henry,079
"Hickman County, Tennessee",Tennessee,TN,47,Hickman,081
"Houston County, Tennessee",Tennessee,TN,47,Houston,083
"Humphreys County, Tennessee",Tennessee,TN,47,Humphreys,085
"Jackson County, Tennessee",Tennessee,TN,47,Jackson,087
"Jefferson County, Tennessee",Tennessee,TN,47,Jefferson,089
"Johnson County, Tennessee",Tennessee,TN,47,Johnson,091
"Knox County, Tennessee",Tennessee,TN,47,Knox,093
"Lake County, Tennessee",Tennessee,TN,47,Lake,095
"Lauderdale County, Tennessee",Tennessee,TN,47,Lauderdale,097
"Lawrence County, Tennessee",Tennessee,TN,47,Lawrence,099
"Lewis County, Tennessee",Tennessee,TN,47,Lewis,101
"Lincoln County, Tennessee",Tennessee,TN,47,Lincoln,103
"Loudon County, Tennessee",Tennessee,TN,47,Loudon,105
"McMinn County, Tennessee",Tennessee,TN,47,McMinn,107
"McNairy County, Tennessee",Tennessee,TN,47,McNairy,109
"Macon County, Tennessee",Tennessee,TN,47,Macon,111
"Madison County, Tennessee",Tennessee,TN,47,Madison,113
"Marion County, Tennessee",Tennessee,TN,47,Marion,115
"Marshall County, Tennessee",Tennessee,TN,47,Marshall,117
"Maury County, Tennessee",Tennessee,TN,47,Maury,119
"Meigs County, Tennessee",Tennessee,TN,47,Meigs,121
"Monroe County, Tennessee",Tennessee,TN,47,Monroe,123
"Montgomery County, Tennessee",Tennessee,TN,47,Montgomery,125
"Moore County, Tennessee",Tennessee,TN,47,Moore,127
"Morgan County, Tennessee",Tennessee,TN,47,Morgan,129
"Obion County, Tennessee",Tennessee,TN,47,Obion,131
"Overton County, Tennessee",Tennessee,TN,47,Overton,133
"Perry County, Tennessee",Tennessee,TN,47,Perry,135
"Pickett County, Tennessee",Tennessee,TN,47,Pickett,137
"Polk County, Tennessee",Tennessee,TN,47,Polk,139
"Putnam County, Tennessee",Tennessee,TN,47,Putnam,141
"Rhea County, Tennessee",Tennessee,TN,47,Rhea,143
"Roane County, Tennessee",Tennessee,TN,47,Roane,145
"Robertson County, Tennessee",Tennessee,TN,47,Robertson,147
"Rutherford County, Tennessee",Tennessee,TN,47,Rutherford,149
"Scott County, Tennessee",Tennessee,TN,47,Scott,151
"Sequatchie County, Tennessee",Tennessee,TN,47,Sequatchie,153
"Sevier County, Tennessee",Tennessee,TN,47,Sevier,155
"Shelby County, Tennessee",Tennessee,TN,47,Shelby,157
"Smith County, Tennessee",Tennessee,TN,47,Smith,159
"Stewart County, Tennessee",Tennessee,TN,47,Stewart,161
"Sullivan County, Tennessee",Tennessee,TN,47,Sullivan,163
"Sumner County, Tennessee",Tennessee,TN,47,Sumner,165
"Tipton County, Tennessee",Tennessee,TN,47,Tipton,167
"Trousdale County, Tennessee",Tennessee,TN,47,Trousdale,169
"Unicoi County, Tennessee",Tennessee,TN,47,Unicoi,171
"Union County, Tennessee",Tennessee,TN,47,Union,173
"Van Buren County, Tennessee",Tennessee,TN,47,Van Buren,175
"Warren County, Tennessee",Tennessee,TN,47,Warren,177
"Washington County, Tennessee",Tennessee,TN,47,Washington,179
"Wayne County, Tennessee",Tennessee,TN,47,Wayne,181
"Weakley County, Tennessee",Tennessee,TN,47,Weakley,183
"White County, Tennessee",Tennessee,TN,47,White,185
"Williamson County, Tennessee",Tennessee,TN,47,Williamson,187
"Wilson County, Tennessee",Tennessee,TN,47,Wilson,189
"Anderson County, Texas",Texas,TX,48,Anderson,001
"Andrews County, Texas",Texas,TX,48,Andrews,003
"Angelina County, Texas",Texas,TX,48,Angelina,005
"Aransas County, Texas",Texas,TX,48,Aransas,007
"Archer County, Texas",Texas,TX,48,Archer,009
"Armstrong County, Texas",Texas,TX,48,Armstrong,011
"Atascosa County, Texas",Texas,TX,48,Atascosa,013
"Austin County, Texas",Texas,TX,48,Austin,015
"Bailey County, Texas",Texas,TX,48,Bailey,017
"Bandera County, Texas",Texas,TX,48,Bandera,019
"Bastrop County, Texas",Texas,TX,48,Bastrop,021
"Baylor County, Texas",Texas,TX,48,Baylor,023
"Bee County, Texas",Texas,TX,48,Bee,025
"Bell County, Texas",Texas,TX,48,Bell,027
"Bexar County, Texas",Texas,TX,48,Bexar,029
"Blanco County, Texas",Texas,TX,48,Blanco,031
"Borden County, Texas",Texas,TX,48,Borden,033
"Bosque County, Texas",Texas,TX,48,Bosque,035
"Bowie County, Texas",Texas,TX,48,Bowie,037
"Brazoria County, Texas",Texas,TX,48,Brazoria,039
"Brazos County, Texas",Texas,TX,48,Brazos,041
"Brewster County, Texas",Texas,TX,48,Brewster,043
"Briscoe County, Texas",Texas,TX,48,Briscoe,045
"Brooks County, Texas",Texas,TX,48,Brooks,047
"Brown County, Texas",Texas,TX,48,Brown,049
"Burleson County, Texas",Texas,TX,48,Burleson,051
"Burnet County, Texas",Texas,TX,48,Burnet,053
"Caldwell County, Texas",Texas,TX,48,Caldwell,055
"Calhoun County, Texas",Texas,TX,48,Calhoun,057
"Callahan County, Texas",Texas,TX,48,Callahan,059
"Cameron County, Texas",Texas,TX,48,Cameron,061
"Camp County, Texas",Texas,TX,48,Camp,063
"Carson County, Texas",Texas,TX,48,Carson,065
"Cass County, Texas",Texas,TX,48,Cass,067
"Castro County, Texas",Texas,TX,48,Castro,069
"Chambers County, Texas",Texas,TX,48,Chambers,071
"Cherokee County, Texas",Texas,TX,48,Cherokee,073
"Childress County, Texas",Texas,TX,48,Childress,075
"Clay County, Texas",Texas,TX,48,Clay,077
"Cochran County, Texas",Texas,TX,48,Cochran,079
"Coke County, Texas",Texas,TX,48,Coke,081
"Coleman County, Texas",Texas,TX,48,Coleman,083
"Collin County, Texas",Texas,TX,48,Collin,085
"Collingsworth County, Texas",Texas,TX,48,Collingsworth,087
"Colorado County, Texas",Texas,TX,48,Colorado,089
"Comal County, Texas",Texas,TX,48,Comal,091
"Comanche County, Texas",Texas,TX,48,Comanche,093
"Concho County, Texas",Texas,TX,48,Concho,095
"Cooke County, Texas",Texas,TX,48,Cooke,097
"Coryell County, Texas",Texas,TX,48,Coryell,099
"Cottle County, Texas",Texas,TX,48,Cottle,101
"Crane County, Texas",Texas,TX,48,Crane,103
"Crockett County, Texas",Texas,TX,48,Crockett,105
"Crosby County, Texas",Texas,TX,48,Crosby,107
"Culberson County, Texas",Texas,TX,48,Culberson,109
"Dallam County, Texas",Texas,TX,48,Dallam,111
"Dallas County, Texas",Texas,TX,48,Dallas,113
"Dawson County, Texas",Texas,TX,48,Dawson,115
"Deaf Smith County, Texas",Texas,TX,48,Deaf Smith,117
"Delta County, Texas",Texas,TX,48,Delta,119
"Denton County, Texas",Texas,TX,48,Denton,121
"DeWitt County, Texas",Texas,TX,48,DeWitt,123
"Dickens County, Texas",Texas,TX,48,Dickens,125
"Dimmit County, Texas",Texas,TX,48,Dimmit,127
"Donley County, Texas",Texas,TX,48,Donley,129
"Duval County, Texas",Texas,TX,48,Duval,131
"Eastland County, Texas",Texas,TX,48,Eastland,133
"Ector County, Texas",Texas,TX,48,Ector,135
"Edwards County, Texas",Texas,TX,48,Edwards,137
"Ellis County, Texas",Texas,TX,48,Ellis,139
"El Paso County, Texas",Texas,TX,48,El Paso,141
"Erath County, Texas",Texas,TX,48,Erath,143
"Falls County, Texas",Texas,TX,48,Falls,145
"Fannin County, Texas",Texas,TX,48,Fannin,147
"Fayette County, Texas",Texas,TX,48,Fayette,149
"Fisher County, Texas",Texas,TX,48,Fisher,151
"Floyd County, Texas",Texas,TX,48,Floyd,153
"Foard County, Texas",Texas,TX,48,Foard,155
"Fort Bend County, Texas",Texas,TX,48,Fort Bend,157
"Franklin County, Texas",Texas,TX,48,Franklin,159
"Freestone County, Texas",Texas,TX,48,Freestone,161
"Frio County, Texas",Texas,TX,48,Frio,163
"Gaines County, Texas",Texas,TX,48,Gaines,165
"Galveston County, Texas",Texas,TX,48,Galveston,167
"Garza County, Texas",Texas,TX,48,Garza,169
"Gillespie County, Texas",Texas,TX,48,Gillespie,171
"Glasscock County, Texas",Texas,TX,48,Glasscock,173
"Goliad County, Texas",Texas,TX,48,Goliad,175
"Gonzales County, Texas",Texas,TX,48,Gonzales,177
"Gray County, Texas",Texas,TX,48,Gray,179
"Grayson County, Texas",Texas,TX,48,Grayson,181
"Gregg County, Texas",Texas,TX,48,Gregg,183
"Grimes County, Texas",Texas,TX,48,Grimes,185
"Guadalupe County, Texas",Texas,TX,48,Guadalupe,187
"Hale County, Texas",Texas,TX,48,Hale,189
"Hall County, Texas",Texas,TX,48,Hall,191
"Hamilton County, Texas",Texas,TX,48,Hamilton,193
"Hansford County, Texas",Texas,TX,48,Hansford,195
"Hardeman County, Texas",Texas,TX,48,Hardeman,197
"Hardin County, Texas",Texas,TX,48,Hardin,199
"Harris County, Texas",Texas,TX,48,Harris,201
"Harrison County, Texas",Texas,TX,48,Harrison,203
"Hartley County, Texas",Texas,TX,48,Hartley,205
"Haskell County, Texas",Texas,TX,48,Haskell,207
"Hays County, Texas",Texas,TX,48,Hays,209
"Hemphill County, Texas",Texas,TX,48,Hemphill,211
"Henderson County, Texas",Texas,TX,48,Henderson,213
"Hidalgo County, Texas",Texas,TX,48,Hidalgo,215
"Hill County, Texas",Texas,TX,48,Hill,217
"Hockley County, Texas",Texas,TX,48,Hockley,219
"Hood County, Texas",Texas,TX,48,Hood,221
"Hopkins County, Texas",Texas,TX,48,Hopkins,223
"Houston County, Texas",Texas,TX,48,Houston,225
"Howard County, Texas",Texas,TX,48,Howard,227
"Hudspeth County, Texas",Texas,TX,48,Hudspeth,229
"Hunt County, Texas",Texas,TX,48,Hunt,231
"Hutchinson County, Texas",Texas,TX,48,Hutchinson,233
"Irion County, Texas",Texas,TX,48,Irion,235
"Jack County, Texas",Texas,TX,48,Jack,237
"Jackson County, Texas",Texas,TX,48,Jackson,239
"Jasper County, Texas",Texas,TX,48,Jasper,241
"Jeff Davis County, Texas",Texas,TX,48,Jeff Davis,243
"Jefferson County, Texas",Texas,TX,48,Jefferson,245
"Jim Hogg County, Texas",Texas,TX,48,Jim Hogg,247
"Jim Wells County, Texas",Texas,TX,48,Jim Wells,249
"Johnson County, Texas",Texas,TX,48,Johnson,251
"Jones County, Texas",Texas,TX,48,Jones,253
"Karnes County, Texas",Texas,TX,48,Karnes,255
"Kaufman County, Texas",Texas,TX,48,Kaufman,257
"Kendall County, Texas",Texas,TX,48,Kendall,259
"Kenedy County, Texas",Texas,TX,48,Kenedy,261
"Kent County, Texas",Texas,TX,48,Kent,263
"Kerr County, Texas",Texas,TX,48,Kerr,265
"Kimble County, Texas",Texas,TX,48,Kimble,267
"King County, Texas",Texas,TX,48,King,269
"Kinney County, Texas",Texas,TX,48,Kinney,271
"Kleberg County, Texas",Texas,TX,48,Kleberg,273
"Knox County, Texas",Texas,TX,48,Knox,275
"Lamar County, Texas",Texas,TX,48,Lamar,277
"Lamb County, Texas",Texas,TX,48,Lamb,279
"Lampasas County, Texas",Texas,TX,48,Lampasas,281
"La Salle County, Texas",Texas,TX,48,La Salle,283
"Lavaca County, Texas",Texas,TX,48,Lavaca,285
"Lee County, Texas",Texas,TX,48,Lee,287
"Leon County, Texas",Texas,TX,48,Leon,289
"Liberty County, Texas",Texas,TX,48,Liberty,291
"Limestone County, Texas",Texas,TX,48,Limestone,293
"Lipscomb County, Texas",Texas,TX,48,Lipscomb,295
"Live Oak County, Texas",Texas,TX,48,Live Oak,297
"Llano County, Texas",Texas,TX,48,Llano,299
"Loving County, Texas",Texas,TX,48,Loving,301
"Lubbock County, Texas",Texas,TX,48,Lubbock,303
"Lynn County, Texas",Texas,TX,48,Lynn,305
"McCulloch County, Texas",Texas,TX,48,McCulloch,307
"McLennan County, Texas",Texas,TX,48,McLennan,309
"McMullen County, Texas",Texas,TX,48,McMullen,311
"Madison County, Texas",Texas,TX,48,Madison,313
"Marion County, Texas",Texas,TX,48,Marion,315
"Martin County, Texas",Texas,TX,48,Martin,317
"Mason County, Texas",Texas,TX,48,Mason,319
"Matagorda County, Texas",Texas,TX,48,Matagorda,321
"Maverick County, Texas",Texas,TX,48,Maverick,323
"Medina County, Texas",Texas,TX,48,Medina,325
"Menard County, Texas",Texas,TX,48,Menard,327
"Midland County, Texas",Texas,TX,48,Midland,329
"Milam County, Texas",Texas,TX,48,Milam,331
"Mills County, Texas",Texas,TX,48,Mills,333
"Mitchell County, Texas",Texas,TX,48,Mitchell,335
"Montague County, Texas",Texas,TX,48,Montague,337
"Montgomery County, Texas",Texas,TX,48,Montgomery,339
"Moore County, Texas",Texas,TX,48,Moore,341
"Morris County, Texas",Texas,TX,48,Morris,343
"Motley County, Texas",Texas,TX,48,Motley,345
"Nacogdoches County, Texas",Texas,TX,48,Nacogdoches,347
"Navarro County, Texas",Texas,TX,48,Navarro,349
"Newton County, Texas",Texas,TX,48,Newton,351
"Nolan County, Texas",Texas,TX,48,Nolan,353
"Nueces County, Texas",Texas,TX,48,Nueces,355
"Ochiltree County, Texas",Texas,TX,48,Ochiltree,357
"Oldham County, Texas",Texas,TX,48,Oldham,359
"Orange County, Texas",Texas,TX,48,Orange,361
"Palo Pinto County, Texas",Texas,TX,48,Palo Pinto,363
"Panola County, Texas",Texas,TX,48,Panola,365
"Parker County, Texas",Texas,TX,48,Parker,367
"Parmer County, Texas",Texas,TX,48,Parmer,369
"Pecos County, Texas",Texas,TX,48,Pecos,371
"Polk County, Texas",Texas,TX,48,Polk,373
"Potter County, Texas",Texas,TX,48,Potter,375
"Presidio County, Texas",Texas,TX,48,Presidio,377
"Rains County, Texas",Texas,TX,48,Rains,379
"Randall County, Texas",Texas,TX,48,Randall,381
"Reagan County, Texas",Texas,TX,48,Reagan,383
"Real County, Texas",Texas,TX,48,Real,385
"Red River County, Texas",Texas,TX,48,Red River,387
"Reeves County, Texas",Texas,TX,48,Reeves,389
"Refugio County, Texas",Texas,TX,48,Refugio,391
"Roberts County, Texas",Texas,TX,48,Roberts,393
"Robertson County, Texas",Texas,TX,48,Robertson,395
"Rockwall County, Texas",Texas,TX,48,Rockwall,397
"Runnels County, Texas",Texas,TX,48,Runnels,399
"Rusk County, Texas",Texas,TX,48,Rusk,401
"Sabine County, Texas",Texas,TX,48,Sabine,403
"San Augustine County, Texas",Texas,TX,48,San Augustine,405
"San Jacinto County, Texas",Texas,TX,48,San Jacinto,407
"San Patricio County, Texas",Texas,TX,48,San Patricio,409
"San Saba County, Texas",Texas,TX,48,San Saba,411
"Schleicher County, Texas",Texas,TX,48,Schleicher,413
"Scurry County, Texas",Texas,TX,48,Scurry,415
"Shackelford County, Texas",Texas,TX,48,Shackelford,417
"Shelby County, Texas",Texas,TX,48,Shelby,419
"Sherman County, Texas",Texas,TX,48,Sherman,421
"Smith County, Texas",Texas,TX,48,Smith,423
"Somervell County, Texas",Texas,TX,48,Somervell,425
"Starr County, Texas",Texas,TX,48,Starr,427
"Stephens County, Texas",Texas,TX,48,Stephens,429
"Sterling County, Texas",Texas,TX,48,Sterling,431
"Stonewall County, Texas",Texas,TX,48,Stonewall,433
"Sutton County, Texas",Texas,TX,48,Sutton,435
"Swisher County, Texas",Texas,TX,48,Swisher,437
"Tarrant County, Texas",Texas,TX,48,Tarrant,439
"Taylor County, Texas",Texas,TX,48,Taylor,441
"Terrell County, Texas",Texas,TX,48,Terrell,443
"Terry County, Texas",Texas,TX,48,Terry,445
"Throckmorton County, Texas",Texas,TX,48,Throckmorton,447
"Titus County, Texas",Texas,TX,48,Titus,449
"Tom Green County, Texas",Texas,TX,48,Tom Green,451
"Travis County, Texas",Texas,TX,48,Travis,453
"Trinity County, Texas",Texas,TX,48,Trinity,455
"Tyler County, Texas",Texas,TX,48,Tyler,457
"Upshur County, Texas",Texas,TX,48,Upshur,459
"Upton County, Texas",Texas,TX,48,Upton,461
"Uvalde County, Texas",Texas,TX,48,Uvalde,463
"Val Verde County, Texas",Texas,TX,48,Val Verde,465
"Van Zandt County, Texas",Texas,TX,48,Van Zandt,467
"Victoria County, Texas",Texas,TX,48,Victoria,469
"Walker County, Texas",Texas,TX,48,Walker,471
"Waller County, Texas",Texas,TX,48,Waller,473
"Ward County, Texas",Texas,TX,48,Ward,475
"Washington County, Texas",Texas,TX,48,Washington,477
"Webb County, Texas",Texas,TX,48,Webb,479
"Wharton County, Texas",Texas,TX,48,Wharton,481
"Wheeler County, Texas",Texas,TX,48,Wheeler,483
"Wichita County, Texas",Texas,TX,48,Wichita,485
"Wilbarger County, Texas",Texas,TX,48,Wilbarger,487
"Willacy County, Texas",Texas,TX,48,Willacy,489
"Williamson County, Texas",Texas,TX,48,Williamson,491
"Wilson County, Texas",Texas,TX,48,Wilson,493
"Winkler County, Texas",Texas,TX,48,Winkler,495
"Wise County, Texas",Texas,TX,48,Wise,497
"Wood County, Texas",Texas,TX,48,Wood,499
"Yoakum County, Texas",Texas,TX,48,Yoakum,501
"Young County, Texas",Texas,TX,48,Young,503
"Zapata County, Texas",Texas,TX,48,Zapata,505
"Zavala County, Texas",Texas,TX,48,Zavala,507
"Beaver County, Utah",Utah,UT,49,Beaver,001
"Box Elder County, Utah",Utah,UT,49,Box Elder,003
"Cache County, Utah",Utah,UT,49,Cache,005
"Carbon County, Utah",Utah,UT,49,Carbon,007
"Daggett County, Utah",Utah,UT,49,Daggett,009
"Davis County, Utah",Utah,UT,49,Davis,011
"Duchesne County, Utah",Utah,UT,49,Duchesne,013
"Emery County, Utah",Utah,UT,49,Emery,015
"Garfield County, Utah",Utah,UT,49,Garfield,017
"Grand County, Utah",Utah,UT,49,Grand,019
"Iron County, Utah",Utah,UT,49,Iron,021
"Juab County, Utah",Utah,UT,49,Juab,023
"Kane County, Utah",Utah,UT,49,Kane,025
"Millard County, Utah",Utah,UT,49,Millard,027
"Morgan County, Utah",Utah,UT,49,Morgan,029
"Piute County, Utah",Utah,UT,49,Piute,031
"Rich County, Utah",Utah,UT,49,Rich,033
"Salt Lake County, Utah",Utah,UT,49,Salt Lake,035
"San Juan County, Utah",Utah,UT,49,San Juan,037
"Sanpete County, Utah",Utah,UT,49,Sanpete,039
